anchor_position,evaluable,retrieved_dF,matched_dF_mean,matched_gap,bG_position
38837,True,0.9183869262616916,1.113215575229722,0.017356784796820957,4234
17220,True,0.8529884658582838,1.4124109255546755,0.0033267093713011953,34557
39612,True,1.4272083717498523,1.281391526638372,0.07330512143319512,759
30982,True,1.321992138600509,1.5078525458531897,0.0034022024827022657,30702
31356,True,0.6144128857873172,1.5111756994074765,0.025376624400779414,34012
9352,True,0.3168695057213043,1.0305492163501297,0.01047572020279014,25232
45795,True,0.6432721624381433,1.477560868763599,0.0031813527511365012,25694
34099,True,0.44448132486444825,0.9598130898796768,0.030760451955124703,1112
39562,True,0.3776800344467897,1.606393803178237,0.0054770113431558244,42189
35561,True,0.9676452209487858,1.690886425817773,0.005054428557595092,21123
40038,True,0.8787652748275692,1.6743766003303815,0.010113766120144497,41344
38423,True,0.17388638731367193,2.0320637662294154,0.007215257455556401,35318
41440,True,0.4735826163024244,1.4128882410718586,0.01908968916476723,44536
24399,True,1.6078080423504562,1.494618638835653,0.021449781379527577,31815
25185,True,0.5372050272347236,1.4802961716032654,0.016633780885028805,34012
46437,True,0.6669317157188844,1.1922960582851263,0.03184351641761921,34921
24716,True,0.44757060281280503,1.060290220633186,0.010490771933267484,1112
29516,True,0.8923290007391588,1.190722861356731,0.010565576232815465,34557
26542,True,0.8416966278668624,1.5388142034868273,0.1992804570453289,44668
26463,True,0.7717263367479784,1.7638178524710402,0.015820266214318403,34557
37209,True,0.2806692696727392,1.1496917010637193,0.001541881544651158,34012
1376,True,0.7309143826315907,1.1117844911493884,0.009911428208317141,26239
11967,True,0.4516958685099206,1.1111984619944226,0.0561490915065205,1112
36940,True,0.783859570623616,1.9890892302176861,0.030079594793305797,34012
22980,True,1.0090292377059122,0.9803518345462067,0.04001903795501975,25451
27727,True,1.2643261424269099,0.7301359351774652,0.01833566832321192,25451
26004,True,0.7176592125101313,1.103568397300729,0.06464244075990716,34921
45738,True,0.8612301709853143,1.5696473349215736,0.020277533804917057,21123
27127,True,1.3921455663531888,1.0082682406337868,0.032565800600242945,35318
30639,True,2.2436733428934565,1.3687531258715167,0.013459238948417695,33581
38904,True,0.7756371147302931,2.0007737420201765,0.035984407696881604,34012
2165,True,0.17713108471258526,0.894094280362224,0.026584359797515677,31803
34553,True,0.4152483459517393,1.1665513359132276,0.011468774652181091,21451
46817,True,3.8961978042351797,1.136138639217891,0.043963140101139705,14121
38284,True,0.5463201995656685,1.1969938185579052,0.005111956135999285,47449
38008,True,1.2482967673315828,1.2638710100718478,0.004151915153402019,21123
40678,True,0.5492133918720652,1.0692492741124489,0.007983207352025424,33472
515,True,1.029800771805393,1.1911231076527125,0.015467906751913363,35318
29111,True,0.6898790861303044,1.9101775475848286,0.18251502950268383,44668
26850,True,0.7957314541861258,1.7740282293359002,0.004167760193158188,45445
37847,True,1.256627710368953,1.4103616142890019,0.013455587707816985,41344
18486,True,0.9556150363577685,1.1408893479561697,0.009801923972190285,34921
37442,True,0.5652289338793014,1.0654431762587229,0.0020449976777120794,47449
22293,True,0.736692951377926,1.5808473723085241,0.01924546680308418,39373
28696,True,1.528864984164278,1.6037976849219404,0.022796318063829424,34921
30256,True,0.931857696925512,1.1018960507040982,0.024697401542142273,25451
25349,True,0.8401771322155122,0.8265811329300045,2.33298794990137,29603
32418,True,1.144335913426839,1.1609483787446122,0.08177949076036503,6107
37294,True,0.6343858947760534,1.679562198084858,0.08742557724261879,44668
33082,True,0.8988805359103559,1.3076721774109106,0.0015831405717111502,43999
22085,True,4.046286964488813,3.456422279497226,0.028337150338061744,25451
40542,True,0.7331112963828715,1.623818622657683,0.01815635444727859,34012
17160,True,0.80624791145744,1.1925795729333841,0.02042881838047821,21035
45603,True,2.2817626630354937,1.8667133075038973,0.0020754511485237327,34012
47078,True,0.6527709231061667,1.1691403740316602,0.05033960166453209,30702
45616,True,0.9138729594350177,1.3392995769241771,0.016608975821238613,35318
22318,True,1.723622629401324,0.9911969253606496,0.03497569787324557,41344
42176,True,1.274074967845406,1.5922740143834742,0.062075823076386,30702
30725,True,1.2572193840717736,1.2527513763389386,0.047769746422617373,34921
33541,True,1.2565783506368866,0.9843557755820314,0.0020125669523069377,44753
45970,True,1.5736936280198566,1.0866523782747117,0.007037997803368112,35318
33138,True,1.4185386107323004,1.319374424967048,0.022809999245297873,39677
22074,True,1.017856435155618,1.2434676087518868,0.023602000520319487,46014
25120,True,0.670733133652707,1.5303220045513197,0.022172476782220008,44668
41777,True,1.3641554817352923,1.8890903464162974,0.0052875203317095274,21123
20714,True,1.3176096062393967,1.7687670625772678,0.0035452928251045847,7684
23223,True,0.9748410446050221,1.9304953668841942,0.012319729662077195,44668
46085,True,1.5884317353829036,1.6293062834658918,0.0041834149855485055,1112
24756,True,0.5906818829221921,1.4314180030204244,0.036154179811088726,44668
17551,True,0.495005396532358,1.1798350582261177,0.026324382239830402,30702
42291,True,1.1581266598463997,1.5699243957060038,0.009425392560571377,43929
38556,True,0.22701994943420448,1.1264047410307287,0.02527065864601401,41466
42788,True,0.3906078902833532,1.0215805977515608,0.008641549354000988,30702
23792,True,0.9487030650455499,1.4007943546282473,0.0036204627937838074,34012
30829,True,1.500721061349171,0.9381425269298782,0.036972266724426925,35318
22475,True,0.9045866766283943,1.8269842867643384,0.21364101036052632,44668
11440,True,1.5537402228814539,1.4011693353178014,0.03256297664228951,43999
33948,True,1.3229493065084266,0.6385601252670211,0.013792217633618164,25716
37914,True,1.436858067271035,0.9787209822947194,0.0034375498829061326,759
37774,True,0.7962362711590293,1.0431678665821913,0.012416564740782876,34921
38085,True,0.41218937219786217,1.349493911728875,0.021538786027276456,44668
38429,True,1.0691381144423227,1.395716445474814,0.09013412168622545,759
45980,True,0.14791757218451243,0.9352266360284137,0.023484876670619124,35960
12975,True,1.3322210146125177,1.998300972991655,0.7695513241787345,40454
35557,True,0.34292855712665066,0.8913018949370191,0.02442781874121841,39544
27176,True,0.9924502104434524,1.3372830647877927,0.01577547506539657,33863
47622,True,0.9112131603690387,1.3438320662590761,0.00828503804413463,4234
45758,True,0.33348457817401855,1.5310757079224082,0.043591232967581536,44668
24912,True,1.2398643643404916,1.49497295420345,0.01621441019148968,30277
28354,True,0.592880889660892,1.161910995951674,0.0022290231532090974,37262
41634,True,1.0934539487490713,1.5835395679722173,0.021908519775650382,26239
47503,True,0.021629824226086433,1.14196140604383,0.0058917902890330606,30702
30524,True,0.6248055166005081,1.261569550798416,0.027134423555833752,1112
24195,True,2.8503182411922037,1.0050371470176334,0.01241604316695073,21967
41351,True,0.9654799606734916,1.59530692001429,0.00853505792354905,34557
22136,True,1.5298073382126605,1.3440575685996852,0.8638015623892541,40454
45748,True,1.3609208855638575,1.7103047507461515,0.05140830959154148,1112
22761,True,1.1269479132583928,1.3939420567357326,0.011727314140878454,9598
25788,True,0.49940679636541263,1.4450844460891257,0.09197292693642918,44668
45819,True,0.6229291311218136,0.9866361656639947,0.028884553649065958,34921
35636,True,1.3934449552037467,1.2161546801252188,0.03358566370434575,35318
46528,True,0.5783798753101443,1.2781632324362662,0.026833003065521766,759
35052,True,0.35142059822143684,1.2100089441427708,0.011357691680463721,41466
45261,True,1.148719626606602,1.127588427924044,0.029029340537927117,35318
30024,True,1.6300804180517976,1.4121368477958005,0.023130930079842304,25716
19297,True,1.486921415562704,1.8281558754800789,0.030786910125566357,47449
40937,True,1.2384942560083219,1.0521349156380435,0.017176281981224263,31815
9942,True,1.4143091571276938,1.3327932594368257,0.005520482572961449,35318
45816,True,0.3213872258138332,1.2428753280599558,0.01276141169241427,34012
37624,True,0.777067257814907,1.4729382196754115,0.033660270906436175,34921
8886,True,2.320843220278047,1.1270873317930965,0.014609747841623888,31865
35808,True,1.4013886341976098,3.2261245150832814,0.009632346089771149,35318
40666,True,0.1972953959277043,1.4790645059906584,0.028125433858494375,34012
35325,True,0.45728929228141213,1.0123345967478916,0.04110912099189738,30702
24959,True,0.11462641280185823,1.2098215201416835,0.015821218044969786,10751
8374,True,0.44894182463180227,1.597541757143502,0.23186238385792923,44668
27191,True,0.3202787556712393,0.8744579030848433,0.0029583028204515083,25694
41880,True,0.1898084172800767,1.1667490242683594,0.022911557715199614,41466
37655,True,1.4982251479778357,1.2110665206616604,0.01058732427933926,759
30207,True,1.1182807431043342,1.3936600517044657,0.028498978319648382,47147
32126,True,1.015006073519049,1.6696484492874348,0.004929032598301542,21123
38826,True,0.8835571266954897,0.867824091194227,0.006874072877125004,4234
37778,True,2.4686391060694928,2.450356470906825,0.00676120893420985,658
21156,True,0.29646784109232616,1.39930114018796,0.019399481451973878,39373
39508,True,1.4346159016335107,1.1860356806173562,0.04104980679282659,759
34614,True,1.1137276557070395,1.6997235272225617,0.02697494126326593,21123
16674,True,1.1381094686375137,1.0033448395631228,0.11368315295518379,35318
22423,True,0.8822017241560365,0.9473056542020789,0.014239603487784636,42189
31851,True,0.5410580860792181,2.4258082066497813,0.0041464489519180804,35318
35637,True,1.9979543170298337,2.342668929942529,0.005909741180384742,39958
37276,True,0.40550935346617994,1.5031921815537723,0.02177697452823779,44668
19046,True,1.7825483120688017,1.6631421558061323,0.007334490662326243,47147
27283,True,0.9133395701829206,1.1209550128924493,0.0009707016889756393,37222
25034,True,0.5663605687888582,1.585649875764627,0.10793978957995158,44668
25888,True,0.6571053913316935,1.3163962741875,0.03748483370074711,44668
34366,True,0.8812268658410367,1.5407316394030004,0.020918302907278717,25614
23802,True,0.5192489227231146,1.5160542725141266,0.017995758871496757,34012
45882,True,1.133505248775969,1.2209648887104396,0.007650001324142719,47449
29347,True,0.9888580304534559,1.6244018562837994,0.00811349338634354,43929
35169,True,1.442156027235662,1.7162731187773823,0.008592343366068577,30277
